"id","titre","theme","type","finalite","description","pilote","Partenaires","adresse","adresse2","codepostal","ville","mail","trophee","url","lon","lat","code","code_type","code_theme"
"477","Opération balle jaune","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Récupération des balles de tennis usagées et recyclage afin de réaliser un tapis d’évolution sportif qui sera offert à une association d’insertion pour handicapés.","Comité de Gironde de tennis"," ","53 rue du Colonel Moll"," ","33400","Talence","comite.gironde@fft.fr"," ",NULL,"-0.578379","44.814170","2","2","8"
"277","Opération Programmée d'Amélioration de l'Habitat","Ateliers avec les organismes sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Prise en compte des critères sociaux et participation technique et financière à l'amélioration de la qualité énergétique des habitations, à l'ergonomie dans des situations de handicap.44 logements ont fait l'objet de travaux sur le territoire en 2010."," CDC du Réolais","SIPHEM, l'ANAH, le CG, les services sociaux","81 rue Armand Caduc","Hotel de ville","33190","La Réole","agenda21@reolais.fr"," ",NULL,"-0.040633","44.581857","3","5","4"
"248","Parcours d’orientation familial","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains"," Parcours d’orientation visant à sensibiliser les enfants et leurs parents sur la nécessité de protéger leur environnement.","Association des Parents d’élèves de Génissac - APE","SMICTOM, CG"," "," ","33420","Génissac"," "," ",NULL,"-0.249086","44.855743","5","3","3"
"361","Parempuyre","A21 Territorial","Démarche Globale","Tous","A21","Parempuyre"," ","1 Avenue Durand Dassier","Hôtel de Ville","33290","Parempuyre","urba@mairie-parempuyre.fr"," ",NULL,"-0.605177","44.947378","6","0","16"
"34","Parler de jardinage écologique dans les lotissements de la ville","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Manifestations de sensibilisation autour d’un thème fédérateur et intergénérationnel : Le Jardin. Organisation annuelle d'un troc aux plantes, et d'ateliers pour apprendre à cultiver son jardin en utilisant des techniques respectueuses de l’environnement","Artigues Pres Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","3","3"
"262","Participation citoyenne active","Participation","Gouvernance","Épanouissement de tous les êtres humains"," Groupement de citoyens volontaires ,au service de l'Agenda 21 (mise en œuvre du premier programme d'actions, éducation et sensibilisation au développement durable…)","Gujan Maestras"," ","Place du Général de Gaulle","Hôtel de Ville","33470","Gujan Mestras","ecocharte@ville-gujanmaestras.fr","Coup de cœur 2010",NULL,"-1.078116","44.595024","5","4","6"
"484","Pays Cœur entre deux mers","A21 Territorial","Démarche Globale","Tous","A21","Pays Cœur entre deux mers"," ","20 bis Grand Rue","Hôtel de Ville","33760","Targon"," "," ",NULL,"-0.269177","44.730986","6","0","16"
"10","Pays d'Arcachon- Val de l'Eyre","A21 Territorial","Démarche Globale","Tous","A21","Pays d'Arcachon- Val de l'Eyre"," ","46 Avenue des Colonies","Hôtel de Ville","33510","Andernos les bains","cdccaptieux-grignols@orange.fr"," ",NULL,"-1.086464","44.743970","6","0","16"
"87","Pays Haute Gironde","A21 Territorial","Démarche Globale","Tous","A21","Pays Haute Gironde"," ","32 rue des Maçons","Maison des Services au Public","33391","Blaye","agenda21@pays-hautegironde.fr"," ",NULL,"-0.666480","45.127845","6","0","16"
"416","Pays Landes de Gascogne","A21 Territorial","Démarche Globale","Tous","A21","Pays Landes de Gascogne"," ","Place de la Mairie","Hôtel de Ville","40630","Sabres"," "," "," ","-0.321000","44.264400","6","0","16"
"147","Pédagogie et développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Proposition de mise en place dans les écoles primaires d'un dispositif d'EDD : Sensibilisation, projet, A21 scolaire. Liens entre associations,communauté éducative et les communes.","CUB","CREAQ, Arpai, Eclore, Océan et Cistude, l'ADEME","Esplanade Charles de Gaulle"," ","33077","Bordeaux","Balcouffe-ba@cu-bordeau.fr"," ",NULL,"-0.584360","44.837350","5","3","3"
"211","Performance Globale Entreprise Durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Agence de communication développant un outil de diagnostic interne destiné à allier performance économique, sociétale et environnementale. Sensibilisation des clients à l'impact écologique de leurs choix de communication et leur proposer des alternatives","Inoxia","ONG \"Action Carbone\"","1 Allée Elsa Triolet"," ","33150","Cenon"," "," ",NULL,"-0.525641","44.856547","5","3","3"
"88","Permanences Espace Info Énergie délocalisées","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Certains habitants de territoires ruraux étant éloignés des locaux des Espaces Info Énergie, une expérimentation de permanences délocalisées a été organisée.","Pays Haute Gironde","CG, PACT Habitat et Développement"," 32 rue des Maçons","Maison des Services au Public","33391","Blaye"," "," ",NULL,"-0.666480","45.127845","5","3","3"
"388","Pessac","A21 Territorial","Démarche Globale","Tous","A21","Pessac"," ","Place de la 5ème République","Hôtel de Ville","33604","Pessac"," "," ",NULL,"-0.681415","44.794718","6","0","16"
"92","Plan Climat Energie Territorial","Énergie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Réalisation d'un diagnostic énergétique et lancement du Plan Climat (ateliers participatifs afin de repérer les attentes des acteurs, d’identifier et de valoriser les initiatives ou projets en cours, d’identifier des pistes d’actions...)","Pays Haute Gironde","Chambres consulaires, CG, CR, Agence Locale de Énergie, CAUE, associations…"," 32 rue des Maçons","Maison des Services au Public","33391","Blaye"," "," ",NULL,"-0.666480","45.127845","1","1","11"
"28","Plan de déplacement des entreprises","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Sensibilisation à la question des déplacements et présentation du dispositif CUB d’accompagnement dans la création d’un plan de déplacement entreprises (PDE). Des scénarios de montage du projet sont maintenant à l’étude.","Artigues Pres Bordeaux","CUB","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","1","1","10"
"18","Planifier la réduction des produits phytosanitaires","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Diminuer de 50% l’utilisation des produits phytosanitaires afin de limiter la pollution de l’air, des sols et réduire le risque sur la santé. Mise en place d'alternatives aux insecticides et aux fongicides (désherbage raisonné, diversification des palett","Artigues Près Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","2","9"
"370","PLIE des sources","Ateliers avec les organismes sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Mettre en œuvre et Mettre en œuvre et développer la clause d’insertion dans les marchés publics à l’échelle du territoire du PLIE des Sources. Favoriser l’insertion professionnelle et sensibiliser les entreprises sur leur responsabilité éco-citoyennes."," Association pour la gestion du PLIE des Sources","Communes de Pessac, Cestas et Canéjan, CUB, CG et CRA, Domofrance, Aquitanis, Université Bordeaux…","28 avenue Gustave Eiffel"," ","33600","Pessac","pliedessources@orange.fr"," ",NULL,"-0.650659","44.781069","3","5","4"
"22","Politique de communication en faveur d'un développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Création d'un site internet, session de rencontres citoyennes. Communication et achats éco-responsables (journal dédié à l'Agenda 21, écocommunication...)","Artigues Près Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","3","3"
"491","Pour un urbanisme rural durable : une priorité d’action","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Faire de l'urbanisme rural durable une priorité, ce domaine permettant d’agir simultanément sur de multiples problématiques.","Pays Coeur Entre Deux Mers"," ","20 bis Grand Rue"," ","33760","Targon"," "," ",NULL,"-0.269177","44.730986","1","1","5"
"372","Pour une filière agricole et agroalimentaire durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Mise en place du programme 3D (Destination Développement Durable) ayant pour vocation l'accompagnement des coopératives agricoles et des industries agroalimentaires sur la voie du développement durable.","FRCA Aquitaine","AFNOR, ARDIA, ARACT, CCI47, 40, le PIC 24, CG…","3 Rue Léonard de Vinci"," ","33608","Pessac"," ","Coup de cœur 2010",NULL,"-0.681415","44.794718","5","3","3"
"488","Pour une politique collective d’achat responsable","Achats publics/responsables","Consommation responsable","Consommation et production responsables","Constitution d’un groupe de travail « achats responsables » ayant permis la réalisation d’un diagnostic des politiques d’achat, la mise en oeuvre de démarches pilotes, la réalisation d’ateliers, l’implication d’une vingtaine de collectivités...","Pays Coeur Entre Deux Mers"," ","20 bis Grand Rue"," ","33760","Targon"," "," ",NULL,"-0.269177","44.730986","4","2","13"
"318","Pour une terre pleine de vie, une tête pleine de conscience","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Réalisation d'un journal sur le développement durable et correspondance sur le même thème avec des jeunes algériens","Collège Michel Montaigne","le Graoux, CG, ADRAR (en Algérie), les Petits Débrouillards, le centre du Graoux à Belin-Béliet, la ville de Lormont","Rue Michel Montaigne"," ","33305","Lormont","ce.0331895f@ac-bordeaux.fr","Lauréat 2008",NULL,"-0.515342","44.875108","5","3","3"
"485","Prédiagnostics sur les consommations d'eau et d'énergies","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Préservation des ressources naturelles, recours aux énergies renouvelables. Sensibilisation de la population et des services par l'exemplarité de la collectivité.","Pays Cœur Entre 2 Mers","CG, CR, ADEME, Université de Bordeaux, École des mines d'Albi,","20 bis Grand rue"," ","33760","Targon","ochatain@coeurentre2mers.com"," ",NULL,"-0.269177","44.730986","5","2","9"
"331","Préservation et protection des ZH","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Plan d’action pour la préservation, la valorisation des zones humides des bords de Garonne et pour la mise en place d'action en faveur du développement durable.","CDC de Montesquieu","CG, Région Aquitaine, Agence de l’eau Adour-Garonne","1 allée Jean Rostand"," ","33650","Martillac","contact@cc-montesquieu.fr"," ",NULL,"-0.581745","44.712743","2","1","1"
"51","Prestation de nettoyage sain et écologique","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Mise en place d'un nettoyage sain et écologique. Communication et sensibilisation des clients, diagnostic et ateliers de travail.","ADAPEI"," ","98 rue Alexis Labro"," ","33130","Bègles","esat.begles@adapei33.com"," ",NULL,"-0.561083","44.792407","5","2","9"
"380","Printemps/Automne du Bourgailh","Manifestations responsables","Consommation responsable","Consommation et production responsables","Le Printemps a pour thématique le jardin, l’automne traite de l’arbre et du bois matériaux. Toilettes sèches compostées sur place, vaisselle compostable, gestion et tri des déchets Durée événement : 2 x 2 jours Nombre de festivaliers : ~10 000 et ~ 6 000","Pessac","Ville de Pessac Association Ecosite du Bourgailh Chambre d’Agriculture de la Gironde"," ","Site extérieur","33600","Pessac"," "," ",NULL,"-0.681415","44.794718","4","2","7"
"114","Production et consommation responsables","Achats publics/responsables","Consommation responsable","Consommation et production responsables","Création et développement d'une marque de vêtements et accessoires responsables pour la plongée sous-marine.","Dykkeren"," ","16 Rue Agis Chety"," ","33800","Bordeaux"," ","Lauréat 2010",NULL,"-0.550997","44.818553","4","2","13"
