objectid,entite,thematique,categorie,typologie,statut,nom,adresse,cp,commune,telephone,email,web,type_erp,nature_exploitation_erp,categorie_erp,effectif_admissible_erp,capacite_accueil_erp,unite_capacite_accueil_erp,nom_responsable,fonction_responsable,id_accessibilite,x,y,id_commune,id_thematique,id_sig,quartier,shape
559,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de sports Jean et Jérôme Tharaud,29 Rue Saint-Louis,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,Commune,nr,,635948.8037,6855275.2762,VER,SPO,VER_SPO_1859,Saint-Louis,
560,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Académie royale de billard de Versailles (ARBV),1 Rue Montbauron,78000,Versailles,nr,nr,http://www.arbversailles.fr/,,,,,1,,Commune,nr,VERACCERP120,636386.3471,6856090.0033,VER,SPO,VER_SPO_1860,Notre-Dame,
561,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Privé,Salles de billard Le Montbauron,23 Rue Jouvencel,78000,Versailles,nr,nr,http://lemontbauron.fr/,,,,,2,,nr,nr,,636427.0162,6856214.2415,VER,SPO,VER_SPO_1861,Notre-Dame,
562,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Privé,Salle de billard Bull Dog,3 Rue Raphaël Corby,78220,Viroflay,nr,nr,http://www.bulldog-billard.com/,,,,,1,,nr,nr,,638561.7812,6855964.1489,VIR,SPO,VIR_SPO_1862,Non renseigné,
563,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de sports des Arcades,13 Rue Rieussec,78220,Viroflay,nr,nr,nr,,,,,1,,Commune,nr,,639094.7092,6856169.2482,VIR,SPO,VIR_SPO_1863,Non renseigné,
564,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Privé,Salles polyvalentes du Foyer la Maison,1 Rue Louis Massotte,78530,Buc,nr,nr,http://www.foyer-la-maison-seay.com/,,,,,3,,Association(s),nr,,635802.2829,6852976.1652,BUC,SPO,BUC_SPO_1864,Non renseigné,
565,Terrain multisports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Centre sportif Albert Richet,2 Place de l'Hôtel de Ville,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,2,,Commune,nr,,640597.0814,6853775.0159,VEL,SPO,VEL_SPO_1865,Non renseigné,
566,Terrain multisports,Sport,Gymnase - Salle de sports,Salle de sports,Privé,Club Cap Tonic,81 Rue de la Paroisse,78000,Versailles,nr,nr,http://captonic.com/club/versailles,,,,,4,,nr,nr,,636493.9596,6856540.0642,VER,SPO,VER_SPO_1866,Notre-Dame,
567,Terrain multisports,Sport,Gymnase - Salle de sports,Gymnase,Privé,Gymnase du Lycée Saint-Vincent de Paul,44 Avenue de Saint-Cloud,78000,Versailles,nr,nr,http://www.lpstvincent.org/,,,,,2,,nr,nr,,636460.2176,6856434.1761,VER,SPO,VER_SPO_1867,Notre-Dame,
568,Terrain multisports,Sport,Gymnase - Salle de sports,Gymnase,Privé,Gymnase du Lycée Notre-Dame du Grandchamp,97 Rue Royale,78000,Versailles,nr,nr,http://www.nd-grandchamp.fr/,,,,,2,,Association(s),nr,,635645.2386,6855159.101,VER,SPO,VER_SPO_1868,Saint-Louis,
569,Terrain multisports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Centre Sportif Gaillon,28 Rue Chanzy,78220,Viroflay,nr,nr,http://www.ville-viroflay.fr/sportifs.html,,,,,4,,Commune,nr,,639443.0613,6855665.0121,VIR,SPO,VIR_SPO_1869,Non renseigné,
570,Mise en forme et santé,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de musculation de la Maison d'Arrêt Bois d'Arcy,5 B Rue Alexandre Turpault,78390,Bois-d'Arcy,nr,nr,nr,,,,,1,,nr,nr,,628705.2541,6856687.408,BOI,SPO,BOI_SPO_1870,Non renseigné,
571,Mise en forme et santé,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de musculation de l'Aérodrome de Toussus-le-Noble,Aérodrome de Toussus-le-Noble,78117,Toussus-le-Noble,nr,nr,nr,,,,,1,,nr,nr,,634441.975,6850516.6274,TOU,SPO,TOU_SPO_1871,Non renseigné,
573,Mise en forme et santé,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salles polyvalentes,50 Rue Royale,78000,Versailles,nr,nr,http://www.versailles.fr/vivre-ma-ville/vie-des-quartiers/saint-louis/,,,,,1,,nr,nr,,635793.9429,6855527.8012,VER,SPO,VER_SPO_1873,Saint-Louis,
574,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase du Val d'Enfer,35 Rue Saint-Roch,78350,Jouy-en-Josas,nr,nr,http://www.jouy-en-josas.fr/equipements-sportifs.aspx,,,,,1,,nr,nr,,639307.5308,6851736.8567,JOU,SPO,JOU_SPO_1874,Non renseigné,
575,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase HEC,1 Rue de la Libération,78350,Jouy-en-Josas,nr,nr,http://www.hec.fr/,,,,,1,,nr,nr,,638910.7695,6851394.4274,JOU,SPO,JOU_SPO_1875,Non renseigné,
576,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Lucien René Duchesne,51 Avenue Maurice de Hirsch,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,1,,nr,nr,,635094.2618,6860534.729,CEL,SPO,CEL_SPO_1876,Non renseigné,
577,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Pierre Corneille,Avenue Corneille,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,1,,nr,nr,,636586.1345,6860880.5752,CEL,SPO,CEL_SPO_1877,Non renseigné,
578,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Centre sportif Robert Wagner,17 Avenue Robert Wagner,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,1,,nr,nr,,639585.6883,6854070.2024,VEL,SPO,VEL_SPO_1878,Non renseigné,
579,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Montbauron n°1,17 Rue Jacques Boyceau,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,nr,nr,VERACCERP127,636996.9271,6856238.9795,VER,SPO,VER_SPO_1879,Montreuil,
580,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Montbauron n°2,17 Rue Jacques Boyceau,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,nr,nr,VERACCERP128,637057.873,6856213.092,VER,SPO,VER_SPO_1880,Montreuil,
581,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Centre Sportif Porchefontaine,53 Rue Remont,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,nr,nr,VERACCERP122,637920.4698,6854850.7545,VER,SPO,VER_SPO_1881,Porchefontaine,
582,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salles polyvalentes,36 Rue Louis Haussmann,78000,Versailles,nr,nr,http://www.versailles.fr/vivre-ma-ville/vie-des-quartiers/clagny-glatigny/,,,,,1,,nr,nr,,637115.0197,6857127.2369,VER,SPO,VER_SPO_1882,Clagny-Glatigny,
583,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salles polyvalentes Fourmis/Rossignol,29 Rue de l'École des Postes,78000,Versailles,nr,nr,http://www.versailles.fr/vivre-ma-ville/vie-des-quartiers/montreuil/,,,,,1,,nr,nr,,638323.3791,6856077.7745,VER,SPO,VER_SPO_1883,Montreuil,
584,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salles polyvalentes,76 Rue Champ Lagarde,78000,Versailles,nr,nr,http://www.versailles.fr/vivre-ma-ville/vie-des-quartiers/montreuil/,,,,,1,,nr,nr,,637724.8661,6856124.8175,VER,SPO,VER_SPO_1884,Montreuil,
585,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salles polyvalentes,7 Rue Sainte-Sophie,78000,Versailles,nr,nr,http://www.versailles.fr/vivre-ma-ville/vie-des-quartiers/notre-dame/,,,,,1,,nr,nr,,636324.5584,6857077.774,VER,SPO,VER_SPO_1885,Notre-Dame,
586,Activités aériennes,Sport,Autre installation sportive,Activités aériennes,Public,Aérodrome de Saint-Cyr-l'Ecole,Aérodrome de Saint-Cyr-l'Ecole,78210,Saint-Cyr-l'Ecole,nr,nr,nr,,,,,2,,Etat,nr,,631869.5677,6856649.3655,CYR,SPO,CYR_SPO_1886,Non renseigné,
587,Activités aériennes,Sport,Autre installation sportive,Activités aériennes,Public,Aérodrome de Toussus-le-Noble,Aérodrome de Toussus-le-Noble,78117,Toussus-le-Noble,nr,nr,nr,,,,,3,,Etat,nr,,634724.7684,6850413.9138,TOU,SPO,TOU_SPO_1887,Non renseigné,
588,Activités aériennes,Sport,Autre installation sportive,Activités aériennes,Public,Base aérienne 107,Rue du Général Valérie André,78140,Vélizy-Villacoublay,nr,nr,http://www.ba107.air.defense.gouv.fr/,,,,,13,,Etat,nr,,641282.336,6852995.7036,VEL,SPO,VEL_SPO_1888,Non renseigné,
589,Boulodrome,Sport,Autre installation sportive,Boulodrome,Public,Terrain de pétanque,Place Édouard Chennevière,91570,Bièvres,nr,nr,nr,,,,,1,,Commune,nr,,642242.1711,6850827.8252,BIE,SPO,BIE_SPO_1889,Non renseigné,
590,Boulodrome,Sport,Autre installation sportive,Boulodrome,Public,Terrain de pétanque,Champs de Foire,78530,Buc,nr,nr,nr,,,,,1,,Commune,nr,,634871.0195,6852729.4899,BUC,SPO,BUC_SPO_1890,Non renseigné,
591,Boulodrome,Sport,Autre installation sportive,Boulodrome,Public,Boulodrome,Avenue du Colonel Fabien,78210,Saint-Cyr-l'Ecole,nr,nr,http://www.saintcyr78.fr/sport.html,,,,,1,,Commune,nr,,630780.1576,6856856.5236,CYR,SPO,CYR_SPO_1891,Non renseigné,
592,Boulodrome,Sport,Autre installation sportive,Boulodrome,Public,Espace bouliste,Rue Aristide Briand,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,1,,Etat,nr,,640415.4212,6854211.6111,VEL,SPO,VEL_SPO_1892,Non renseigné,
593,Golf,Sport,Autre installation sportive,Golf,Privé,Daily Golf de Buc Grand Versailles,1 Rue de la Croix Blanche,78530,Buc,nr,nr,http://www.ngf-golf.com/dailygolf-buc/,,,,,4,,nr,nr,,635710.2316,6851592.1424,BUC,SPO,BUC_SPO_1893,Non renseigné,
594,Golf,Sport,Autre installation sportive,Golf,Privé,Golf de Saint-Marc,Le Petit Viltain,78350,Jouy-en-Josas,nr,nr,http://www.jouy-en-josas.fr/domaine-cour-roland.aspx,,,,,2,,nr,nr,,637838.3579,6850762.7847,JOU,SPO,JOU_SPO_1894,Non renseigné,
595,Golf,Sport,Autre installation sportive,Golf,Privé,Golf de Noisy-le-Roi,1 Chemin de la Pièce à Samson,78590,Noisy-le-Roi,nr,nr,http://www.golfdenoisyleroi.fr/,,,,,2,,nr,nr,,630057.517,6861845.7461,NOI,SPO,NOI_SPO_1895,Non renseigné,
596,Pas de tir,Sport,Autre installation sportive,Pas de tir,Public,Jeunes Castelfortains,55 Rue d'Ors,78117,Châteaufort,nr,nr,http://jeunescastelfortains.free.fr/,,,,,1,,Commune,nr,,633924.661,6848024.0319,CHA,SPO,CHA_SPO_1896,Non renseigné,
597,Pas de tir,Sport,Autre installation sportive,Pas de tir,Public,Jardin d'Arc,Route de Versailles,78150,Rocquencourt,nr,nr,nr,,,,,1,,Commune,nr,,634845.2493,6859502.0261,ROC,SPO,ROC_SPO_1897,Non renseigné,
598,Pas de tir,Sport,Autre installation sportive,Pas de tir,Public,Stand de tir,24 Place Louvois,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,4,,Commune,nr,,640966.6091,6853740.3244,VEL,SPO,VEL_SPO_1898,Non renseigné,
599,Pas de tir,Sport,Autre installation sportive,Pas de tir,Public,Tir National de Versailles (TNV),2 Route de Saint-Cyr,78000,Versailles,nr,nr,http://newsite.tir-national-de-versailles.fr/,,,,,2,,Etat,nr,,634874.9483,6856170.231,VER,SPO,VER_SPO_1899,Saint-Louis,
600,Pas de tir,Sport,Autre installation sportive,Pas de tir,Public,Stand de tir à l'arc,Rue de Dietzenbach,78220,Viroflay,nr,nr,http://www.ville-viroflay.fr/sportifs.html,,,,,3,,Commune,nr,,639708.9894,6855303.956,VIR,SPO,VIR_SPO_1900,Non renseigné,
601,Skate Park,Sport,Autre installation sportive,Skate Park,Public,Skate Park,23 Avenue du Docteur Schweitzer,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/le-skate-park/,,,,,4,,Commune,nr,,635508.8915,6858850.3579,CHE,SPO,CHE_SPO_1901,Non renseigné,
602,Skate Park,Sport,Autre installation sportive,Skate Park,Privé,Skate Park,37 Rue André le Bourblanc,78590,Noisy-le-Roi,nr,nr,http://www.mairie-bailly.fr/vie_sportive.aspx,,,,,1,,EPCI,nr,,631333.3118,6860829.1463,NOI,SPO,NOI_SPO_1902,Non renseigné,
603,Skate Park,Sport,Autre installation sportive,Skate Park,Public,Skate Park,Avenue de Versailles,78220,Viroflay,nr,nr,http://www.ville-viroflay.fr/sportifs.html,,,,,1,,Commune,nr,,638471.7565,6855708.8784,VIR,SPO,VIR_SPO_1903,Non renseigné,
604,Sport aquatique,Sport,Autre installation sportive,Sport aquatique,Public,Grand Canal,Rue du Vieux Versailles,78000,Versailles,nr,nr,http://www.chateauversailles.fr/,,,,,1,,Etat,nr,,633911.3305,6857049.7013,VER,SPO,VER_SPO_1904,Notre-Dame,
605,Sport de combat,Sport,Autre installation sportive,Salle de sports,Public,Fondation Bouzemont,10 Rue du Général Leclerc,78380,Bougival,nr,nr,http://www.ville-bougival.fr/equipement/fondation-bouzemont,,,,,1,,Commune,nr,,636786.5134,6863299.569,BOU,SPO,BOU_SPO_1905,Non renseigné,
606,Sport de combat,Sport,Autre installation sportive,Salle de sports,Privé,Dojo La Jonchère,45 Avenue de la Jonchère,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,1,,Commune,nr,,637516.2331,6862383.2586,CEL,SPO,CEL_SPO_1906,Non renseigné,
607,Sport de combat,Sport,Autre installation sportive,Salle de sports,Public,Centre omnisports Raymond Barraco,Rue Henri Farman,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,2,,Commune,nr,,640338.5736,6854226.1504,VEL,SPO,VEL_SPO_1907,Non renseigné,
608,Boulodrome,Sport,Autre installation sportive,Boulodrome,Public,Terrain de pétanque,Rue Caruel de Saint-Martin,78150,Le Chesnay,nr,nr,nr,,,,,1,,nr,nr,,635446.3505,6858265.0153,CHE,SPO,CHE_SPO_1908,Non renseigné,
609,Boulodrome,Sport,Autre installation sportive,Boulodrome,Public,Terrain de pétanque,Rue Caruel de Saint-Martin,78150,Le Chesnay,nr,nr,nr,,,,,1,,nr,nr,,635522.5506,6858360.7947,CHE,SPO,CHE_SPO_1909,Non renseigné,
610,Activités aériennes,Sport,Autre installation sportive,Activités aériennes,Public,Piste Sud/Nord,Aérodrome de Saint-Cyr-l'Ecole,78210,Saint-Cyr-l'Ecole,nr,nr,nr,,,,,1,,nr,nr,,631529.9588,6857336.4946,CYR,SPO,CYR_SPO_1910,Non renseigné,
611,Court de tennis,Sport,Court de tennis,Court de tennis,Public,Terrain de tennis ouvert,Allée du Bon Repos,78870,Bailly,nr,nr,http://www.mairie-bailly.fr/vie_sportive.aspx,,,,,1,,Commune,nr,,631993.0561,6860750.1535,BAI,SPO,BAI_SPO_1911,Non renseigné,
612,Court de tennis,Sport,Court de tennis,Court de tennis,Public,Terrain de tennis ouvert,Rue de Vauboyen,91570,Bièvres,nr,nr,nr,,,,,3,,Commune,nr,,641274.1845,6851235.8049,BIE,SPO,BIE_SPO_1912,Non renseigné,
613,Court de tennis,Sport,Court de tennis,Court de tennis,Public,Tennis club Jovassien,21 Rue Saint-Roch,78350,Jouy-en-Josas,nr,nr,nr,,,,,7,,Commune,nr,,639107.6068,6851683.6875,JOU,SPO,JOU_SPO_1913,Non renseigné,
614,Court de tennis,Sport,Court de tennis,Court de tennis,Public,Tennis de la Jonchère,Résidence Élysée 2,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,4,,Commune,nr,,637384.9325,6862375.0159,CEL,SPO,CEL_SPO_1914,Non renseigné,
615,Court de tennis,Sport,Court de tennis,Court de tennis,Public,Tennis club du Chesnay,2 Rue des Sports,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/les-equipements/,,,,,11,,Commune,nr,,635473.6502,6858030.7704,CHE,SPO,CHE_SPO_1915,Non renseigné,
616,Court de tennis,Sport,Court de tennis,Court de tennis,Public,Tennis club du Grand Versailles (TCGV),57 Rue Remont,78000,Versailles,nr,nr,http://www.club.fft.fr/tcgv/,,,,,15,,Commune,nr,VERACCERP139,638042.1239,6855036.0141,VER,SPO,VER_SPO_1916,Porchefontaine,
617,Court de tennis,Sport,Court de tennis,Court de tennis,Public,Tennis de la Chaumière,Place de la Fête,78220,Viroflay,nr,nr,http://www.ville-viroflay.fr/sportifs.html,,,,,9,,Commune,nr,,638774.2078,6855666.5102,VIR,SPO,VIR_SPO_1917,Non renseigné,
618,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Centre équestre de Bailly,18 Route de Saint-Cyr,78870,Bailly,nr,nr,http://centre-equestre-bailly.com/,,,,,3,,nr,nr,,632734.6128,6859838.7303,BAI,SPO,BAI_SPO_1918,Non renseigné,
619,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Les Ecuries des Moulineaux,Route de Fontenay-le-Fleury,78870,Bailly,nr,nr,http://xn--lescuriesdesmoulineaux-d8b.com/,,,,,3,,nr,nr,,631457.0386,6859293.8995,BAI,SPO,BAI_SPO_1919,Non renseigné,
620,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Poney club de Montéclin,53 Route de Versailles,91570,Bièvres,nr,nr,http://www.brimborion.org/?fic=monteclin.html&cat=monteclin,,,,,5,,nr,nr,,640728.5056,6852298.7501,BIE,SPO,BIE_SPO_1920,Non renseigné,
621,Sport équestre,Sport,Installation équestre,Sport équestre,Public,Centre équestre et écuries de Bois-d'Arcy,Rue Orane Demazis,78390,Bois-d'Arcy,nr,nr,http://ecuries-boisdarcy.over-blog.com/,,,,,5,,Commune,nr,,627481.3505,6856980.1837,BOI,SPO,BOI_SPO_1921,Non renseigné,
622,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Club Hippique du Haut Buc (CHHB),20 Chemin de la Geneste,78530,Buc,nr,nr,http://www.chhb.fr/,,,,,4,,nr,nr,,635218.9402,6852948.5035,BUC,SPO,BUC_SPO_1922,Non renseigné,
623,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Haras de la Grange,10 Rue de Toussus,78117,Châteaufort,nr,nr,nr,,,,,2,,nr,nr,,633388.4566,6849066.6933,CHA,SPO,CHA_SPO_1923,Non renseigné,
624,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Haras du Val des Genêts,Route de Gif,78117,Châteaufort,nr,nr,http://haras-du-val-des-genets.e-monsite.com/,,,,,3,,nr,nr,,634411.3515,6847278.4227,CHA,SPO,CHA_SPO_1924,Non renseigné,
625,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Domaine Equestre des Pins,34 Rue René Dorme,78330,Fontenay-le-Fleury,nr,nr,http://www.domaine-equestre-des-pins.ffe.com/,,,,,5,,nr,nr,,628936.3393,6857552.0426,FON,SPO,FON_SPO_1925,Non renseigné,
626,Sport équestre,Sport,Installation équestre,Sport équestre,Public,Club Hippique de Vilvert,1 Rue de la Manufacture des Toiles de Jouy,78350,Jouy-en-Josas,nr,nr,http://www.brimborion.org/,,,,,3,,Etat,nr,,639623.4764,6851738.7949,JOU,SPO,JOU_SPO_1926,Non renseigné,
627,Sport équestre,Sport,Installation équestre,Sport équestre,Privé,Poneyland Beauregard,31 Allée de la Grande Promenade,78170,La Celle-Saint-Cloud,nr,nr,http://www.poneyland.com/,,,,,2,,nr,nr,,634783.2886,6860983.0228,CEL,SPO,CEL_SPO_1927,Non renseigné,
628,Sport équestre,Sport,Installation équestre,Sport équestre,Public,Centre équestre Le Nouveau Tournebride,1 Avenue Camille Normand,78170,La Celle-Saint-Cloud,nr,nr,http://www.lenouveautournebride.fr/,,,,,2,,Commune,nr,,636939.0218,6862009.455,CEL,SPO,CEL_SPO_1928,Non renseigné,
629,Sport équestre,Sport,Installation équestre,Sport équestre,Public,Cercle Hippique du Chesnay,62 Boulevard Saint-Antoine,78150,Le Chesnay,nr,nr,http://www.equitation-lechesnay.com/,,,,,3,,Commune,nr,,635183.3813,6858284.0506,CHE,SPO,CHE_SPO_1929,Non renseigné,
630,Sport équestre,Sport,Installation équestre,Sport équestre,Public,Poney Club,12 Rue Albert Thomas,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,2,,Commune,nr,,640569.7915,6854123.8316,VEL,SPO,VEL_SPO_1930,Non renseigné,
631,Sport équestre,Sport,Installation équestre,Sport équestre,Public,Club Hippique de Versailles (CHV),59 Rue Remont,78000,Versailles,nr,nr,http://www.c-h-v.fr/,,,,,7,,Commune,nr,VERACCERP121,637990.588,6854926.9052,VER,SPO,VER_SPO_1931,Porchefontaine,
632,Piscine,Sport,Piscine,Sport aquatique,Public,Piscine Corneille,20 A Avenue Corneille,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,2,,Commune,nr,,636751.5087,6860763.2687,CEL,SPO,CEL_SPO_1932,Non renseigné,
633,Piscine,Sport,Piscine,Sport aquatique,Public,Bassin d'apprentissage à la Natation,Rue de la Grande Ceinture,78590,Noisy-le-Roi,nr,nr,http://www.noisyleroi.fr/equipement/le-bassin-dapprentissage-la-natation,,,,,1,,SIBANO,nr,,630449.4257,6861634.4013,NOI,SPO,NOI_SPO_1933,Non renseigné,
634,Piscine,Sport,Piscine,Sport aquatique,Public,Piscine des Bertisettes,37 Rue Jean Rey,78220,Viroflay,nr,nr,http://www.ville-viroflay.fr/sportifs.html,,,,,4,,Commune,nr,,638831.9879,6855724.8068,VIR,SPO,VIR_SPO_1934,Non renseigné,
635,Piscine,Sport,Piscine,Sport aquatique,Privé,Piscine,6 Rue de la Manufacture des Toiles de Jouy,78350,Jouy-en-Josas,nr,nr,http://www.energy-valley-jouy.fr/,,,,,1,,nr,nr,,639281.9679,6851994.6934,JOU,SPO,JOU_SPO_1935,Non renseigné,
636,Piscine,Sport,Piscine,Sport aquatique,Public,Piscine Nouvelle France ,7 Rue Pottier,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/piscine/,,,,,1,,nr,nr,,635823.2432,6858781.115,CHE,SPO,CHE_SPO_1936,Non renseigné,
637,Piscine,Sport,Piscine,Sport aquatique,Public,Bassin ludique,Chemin des Avenues,78210,Saint-Cyr-l'Ecole,nr,nr,http://www.saintcyr78.fr/sport.html,,,,,1,,nr,nr,,631110.788,6855445.8526,CYR,SPO,CYR_SPO_1937,Non renseigné,
638,Piscine,Sport,Piscine,Sport aquatique,Public,Piscine Robert Wagner,17 Avenue Robert Wagner,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,1,,nr,nr,,639645.4843,6854079.1983,VEL,SPO,VEL_SPO_1938,Non renseigné,
639,Piscine,Sport,Piscine,Sport aquatique,Public,Piscine Montbauron,17 Rue Jacques Boyceau,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,nr,nr,VERACCERP133,636887.4583,6856241.4275,VER,SPO,VER_SPO_1939,Montreuil,
640,Stade,Sport,Stade - Terrain multisports,Stade,Public,Stade municipal de Bièvres,Domaine Ratel,91570,Bièvres,nr,nr,http://www.bievres.fr/Culture-sport-jeunesse/Equipements-sportifs,,,,,17,,Commune,nr,,642741.3617,6850799.7781,BIE,SPO,BIE_SPO_1940,Non renseigné,
641,Stade,Sport,Stade - Terrain multisports,Stade,Public,Stade Jean Moulin,1 Rue Alexandre Turpault,78390,Bois-d'Arcy,nr,nr,http://www.boisdarcy.fr/equipements-sportifs.aspx,,,,,25,,Commune,nr,,629040.0422,6856389.3718,BOI,SPO,BOI_SPO_1941,Non renseigné,
642,Stade,Sport,Stade - Terrain multisports,Stade,Public,Stade André René Guibert,Avenue de la Malmaison,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,2,,Commune,nr,,638055.0677,6861454.1981,CEL,SPO,CEL_SPO_1942,Non renseigné,
