"Provenance";"Code Insee de la commune";"Commune";"Annee";"Activite";"Profession";"Discipline";"Comptage"
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2010";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2010";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2011";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2005";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2005";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2006";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2006";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2007";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2007";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2008";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2008";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";5,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2009";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";5,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2010";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41164";"Noyers-sur-Cher";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41166";"Oisly";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2005";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";1,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2005";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2005";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2005";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2006";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2006";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2006";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";1,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2006";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2007";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2007";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2007";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2008";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2008";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2008";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";5,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";5,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2009";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2009";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2010";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2010";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2010";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";5,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";5,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2011";"Libérale";"Orthophoniste";"Orthophoniste";2,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";4,00
"OPENDATA41 - www.pilote41.fr";"41167";"Onzain";"2011";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2009";"Libérale";"Médecin Spécialiste";"Pédiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2010";"Libérale";"Médecin Spécialiste";"Pédiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41169";"Orchaise";"2011";"Libérale";"Médecin Spécialiste";"Pédiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41170";"Ouchamps";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41170";"Ouchamps";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41170";"Ouchamps";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2010";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2011";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41171";"Oucques";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41172";"Ouzouer-le-Doyen";"2008";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41172";"Ouzouer-le-Doyen";"2009";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41172";"Ouzouer-le-Doyen";"2010";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41172";"Ouzouer-le-Doyen";"2011";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2005";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2005";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2006";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2007";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2007";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2008";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2008";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2009";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2009";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2010";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2010";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2011";"Libérale";"Infirmier";"Infirmier";5,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2011";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41173";"Ouzouer-le-Marché";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41175";"Pezou";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41175";"Pezou";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
